,Unnamed: 0,smiles,targets
20232,20232,CC(=O)Oc1ccc2c(CC(=NCC(=O)SCc3ccccc3)O)cc(=O)oc2c1,1.0
20238,20238,c1cc2c(cc1C#N)COC2c1ccc(F)cc1,1.0
20239,20239,c1cc2c3cncnc3c(Nc3cc(F)cc(F)c3)nc2cc1C(=O)O,1.0
20241,20241,C1CCC(=Cc2cccc(Br)n2)C1,1.0
20243,20243,C(C(CO)(CO)COP(Cl)Cl)O,1.0
20244,20244,C(CCO)CC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1.0
20245,20245,C1CCC(n2cnc3c(-c4ccccc4F)csc3c2=O)CC1,1.0
20249,20249,C1CC(n2cc(F)cc(N)c2=O)=COC1,1.0
20252,20252,Cc1c(N2CCCC(n3c(C)c(Cl)c(C(F)(F)F)n3)C2=O)cnn1-c1ccc(F)cc1,1.0
20254,20254,CCOC(c1ccc2c3c1CC(N=C(C(F)(F)F)O)CC3CN2C(c1ccccc1)=O)=O,1.0
20257,20257,COCc1c(C(C2CCCCC2)O)cn(-c2cccc(C(F)(F)F)n2)n1,1.0
20258,20258,CCN=C(n1c2c(ccc(OC(C)=O)c2CC2CO2)cn1)O,1.0
20261,20261,CC(C)NS(c1c[nH]c2c1nc(Br)cn2)(=O)=O,1.0
20263,20263,Cc1cnc2c(C(=N[C@H]3CC[C@H](C(N=c4cc[nH]cc4Cl)=O)CC3)O)cnn2c1,1.0
20266,20266,CCOC(Cc1ccc2c(ccn2Cc2c(C)oc(-c3cc(OC)c(OC)c(OC)c3)n2)c1)C(=O)O,1.0
20272,20272,c1cc(F)c2cc3n(c2c1)CNc1ccc(Cl)nc1-3,1.0
20274,20274,c1cnc2c(c(Br)ns2)n1,1.0
20277,20277,c1ccc2c(c1)CCc1cccc(O)c1S2,1.0
20278,20278,c1cc(C(=Nc2cc(C(=NC3CC3)O)cnc2N2CCC(CC(=O)O)CC2)O)cc(Cl)c1,1.0
20280,20280,COc1ccc2c(c1OC)CCC=C2C#N,1.0
20281,20281,C=CC(n1c(NC(Nc2ccc(-n3ccnc3)cc2)=O)cc(C(C)(C)C)n1)=O,1.0
20282,20282,CC(COC)Nc1cc(-c2ccnc(Nc3cccc(Cl)c3)n2)ncn1,1.0
20283,20283,C(CCCOc1cccnc1)CCNc1c(N=c2cc[nH]cc2)c(=O)c1=O,1.0
20284,20284,Cn1cc(Br)c(-c2ccncc2)n1,1.0
20287,20287,COC(C(Cc1cc(O)nc2ccccc12)NC(c1ccc(Cl)cc1)=O)=O,1.0
20293,20293,CC1COC(c2ccnc(C(c3ccc(Cl)cc3)=O)c2)(Nc2ccccc2)O1,1.0
20297,20297,COC([C@H]1CC[C@H](C(c2nccs2)(C(F)(F)F)O)CC1)=O,1.0
20298,20298,C1CC1c1nc2ccc(Br)cn2n1,1.0
20305,20305,c1cc(CNC(c2cc(F)cnc2Oc2ccc(F)cc2)=O)ccc1C#N,1.0
20310,20310,C1CC(CO)CN(S(c2ccc(-c3ccc(C(=O)ON4C(=O)CCC4=O)c(O)n3)cc2)(=O)=O)C1,1.0
20311,20311,CC(C)N([C](F)SC(Cl)Cl)F,1.0
20314,20314,C1CCOC(OCCN=C(c2cc([N+]([O-])=O)cc([N+]([O-])=O)c2Br)O)C1,1.0
20315,20315,CCOC(c1ncc(-n2cncn2)c(C(F)(F)F)n1)OCC,1.0
20316,20316,CC1(NO)C(c2ccc(S(C)(=O)=O)c(N(C)C)c2)=NN(C)C1=O,1.0
20317,20317,C1=CNC(Cc2ccc(F)cc2)(C(=O)O)C(C(O)=O)=C1,1.0
20318,20318,CC1(C)c2ccccc2N(C)C12C=Nc1c3cc(O)ccc3ccc1O2,1.0
20320,20320,CCN(CC)C1(C(c2ccc(S(C)(=O)=O)cc2)=O)CCCCC1,1.0
20322,20322,CCOC(CC1(O)CC2CC(F)(F)C(C1)N2Cc1ccccc1)=O,1.0
20324,20324,Cc1c2c(ccc1N=C(C)O)C(=O)CC2,1.0
20325,20325,CCc1cc(ONc2ccccc2)ccc1Cl,1.0
20329,20329,CC(C)Cc1c(C(=O)O)ccc2c(-c3c(Cl)c(=N)[nH]cn3)cn(C)c21,1.0
20331,20331,COCCOc1c(-c2cc(CN3C(=O)c4ccccc4C3=O)cc(F)c2)ccc(C(F)(F)F)n1,1.0
20335,20335,C[C@@]1(c2cc(NC(c3ccc(C#N)cn3)=O)ccc2F)C(F)(F)COC(=N)N1,1.0
20337,20337,CC(c1c(F)c(Sc2nnnn2C)ncn1)Br,1.0
20338,20338,CCCN(C1CC(C)(C)Oc2ccc(O)cc21)S(CC)(=O)=O,1.0
20341,20341,c1ccc(Sc2n[nH]nn2)c(Cc2cc([N+]([O-])=O)cc([N+]([O-])=O)c2)c1,1.0
20342,20342,C#Cc1ccccc1N=C(C(Cl)Cl)O,1.0
20343,20343,COCCN1C=C(C(=NCc2ccccc2)O)C(c2ccc(Cl)cc2)CC1=O,1.0
20345,20345,CC(C)C1CC1(c1cccc(-n2cccn2)c1)NCC(C(Cc1cc(F)cc(F)c1)N)O,1.0
20347,20347,C[C@H]1CN(c2ccc3ccccc3n2)C[C@@H](C)N1,1.0
20350,20350,C=C[C@@H](c1ccccc1)NC(c1cccn(Cc2cc(F)c(F)c(F)c2)c1=O)=O,1.0
20351,20351,Cc1cc(C)cc(CC(c2cccc(C)c2C)NC(=NCCO)S)c1,1.0
20352,20352,Cc1c(-c2ccc(OC)cc2)c2nc(N3CCC[C@H]3CO)cc(-c3ccc(F)cc3)n2n1,1.0
20353,20353,CCC(CC)n1cc(C(=NCc2ccc(S(C)(=O)=O)cn2)O)c(=O)c(Br)c1C,1.0
20354,20354,C/C(=C\c1ccc(Cc2cccnc2)cc1)CN(C)CCOC(CC(C)=O)=O,1.0
20355,20355,COC1=CC=C(C(Nc2ccccc2)=O)CC1(F)[N+]([O-])=O,1.0
20356,20356,CCOC(c1cc2c(cc(C)o2)c(Oc2ccc(S(C)(=O)=O)cn2)c1)=O,1.0
20357,20357,CC(C1CCOCC1)N/C(C)=C(/c1ccccc1Br)C(=O)OC,1.0
20358,20358,CC(C)CN(C1CCOCC1)c1c(N=c2nc(C(C)C)[nH]s2)cc([C@H](C)CC(=O)OC)cn1,1.0
20360,20360,CN(C)S(Nc1ccc2c(c1)c1c(ccnc1O)c1c2nc(-c2c(Cl)cccc2F)[nH]1)(=O)=O,1.0
20361,20361,CCn1c(=O)c2c(nc(C3CCCC3)n2Cc2ccccc2)n2c1nc(COc1ccccc1)n2,1.0
20364,20364,C([C@H](C(=O)O)N=C(C(F)(F)F)O)C(=N)O,1.0
20365,20365,CN(C)CC=C(c1ccccc1)C(C1CCCCC1)O,1.0
20367,20367,Cc1cc(Br)ncc1Br,1.0
20368,20368,CN(C)P(=NOc1ccccc1)(N(C)C)N(C)C,1.0
20372,20372,CCOS(C1CC2C=CC1C2)(=O)=O,1.0
20374,20374,CC(/C=C/c1ccc(C(F)(F)F)cc1)=O,1.0
20380,20380,CC(C)(C)Cn1c(=O)n2ccc(I)cc2n1,1.0
20381,20381,Cc1c(-c2cc(F)cc(O)c2OC)c(N)n(C(C)(C)C)n1,1.0
20382,20382,CC(C)(C)c1ccc2c(c1)[nH]cc(-c1cccc(B3OC(C)(C)C(C)(C)O3)c1)c2=O,1.0
20386,20386,c1([2H])c([2H])c(N2C(=O)c3c(nccn3)C2=O)nc([2H])c1Cl,1.0
20387,20387,c1cc2c(cc1Cn1cc(Cc3cc(=N)[nH]c4c3nn[nH]4)cn1)CCN(C(c1[nH]ccn1)=O)C2,1.0
20388,20388,CC(C)C[C@H]1CCCN1Cc1c(C)cc(Cl)c(=O)n1CCc1ccc(C(=O)OC)cc1,1.0
20390,20390,c1cc2c(cc1C1C=C(C(=N)O)ON1CCO)CCNC2,1.0
20391,20391,CCCCC1C(C)=C(C#N)c2nc3c(cccn3)n2C1=O,1.0
20392,20392,CC(CC1C(O)=C(C(CCSC)=O)C(=O)O1)SC,1.0
20393,20393,C1CC(c2cc(C3(C(=NS(c4cccc5c4cc[nH]5)(=O)=O)O)CC3)c(OCC3CC3)nc2)C1,1.0
20395,20395,c1c(Cn2cc(C(Cl)=NO)nn2)cc(Br)c(Br)c1Br,1.0
20397,20397,c1cc(C(F)(F)F)ccc1C1=NN=C(O)CC1c1ccncc1Cl,1.0
20398,20398,Cc1cccc(N=c2c3c(cnc(N4CCC(C(N5CCOCC5)=O)CC4)n3)nc[nH]2)c1,1.0
20401,20401,C=CCC(C#N)(C#N)Cn1cc(Br)c(C(C)(C)C)n1,1.0
20402,20402,CC1=CC(C)C2C(CCC(C)(C)C2O)C1,1.0
20403,20403,CCN(CC)C(=O)OC1C(C)CCC(C)C1C,1.0
20405,20405,CC(C)CC(c1ccc(C(=O)OC)cn1)Nc1cc(C)c(-n2cc(C(F)(F)F)cn2)nc1,1.0
20406,20406,CCN(CC)C(=O)Oc1cnccc1C,1.0
20407,20407,CS(=O)(=O)OCC1(c2ccc3ccccc3c2)CCCC1,1.0
20408,20408,CNC(c1ccc(-c2cc(Cl)cc(Cl)c2Cl)c(=N)[nH]1)=NCC(F)(F)F,1.0
20410,20410,C#CCN(C(Cc1ccccc1)C(=O)OC)S(c1c(C)cc(OC)c(C)c1C)(=O)=O,1.0
20415,20415,Cc1c(C2CCN(c3c(Br)cnc(Cl)n3)CC2)[nH]cn1,1.0
20417,20417,CCOC(C1(COc2ccc(-c3ccc(F)cc3)cc2)CCN(C(C2CC2)=O)C1)=O,1.0
20419,20419,Cc1c(N2C(=O)c3c(Cl)ccc(NS(c4ccc(C(C)(C)C)cc4)(=O)=O)c3C2=O)ccc[n+]1[O-],1.0
20420,20420,CCc1c2c(c(Nc3cc(C)ccn3)nc(N3CCC(C(=O)O)CC3)n2)n(CCOCC)n1,1.0
20423,20423,CC(C)(C)c1ccccc1N1CCC(=N)N1,1.0
20424,20424,C1CCC(CN2C[C@@H](N=C(c3ccc4ccccc4c3O)O)C[C@H]2C(N2CCC2)=O)CC1,1.0
20426,20426,c1cc(O)ccc1C=CC(=NCCO)O,1.0
20427,20427,c1ccc(N=C(N2C(COC3CCCCO3)CCC2=O)O)cc1,1.0
20429,20429,CC(C)n1c2c(cc(C=O)c(-c3ccsc3)n2)cn1,1.0
20433,20433,C(CSCCC(F)(F)F)C(=O)O,1.0
20436,20436,C1CC1Nc1c2ncc(C=O)n2cc(Br)n1,1.0
20438,20438,CC(C)c1cc(O)cc2c1C(=O)N(COC(c1c(Cl)cccc1Cl)=O)S2(=O)=O,1.0
20439,20439,C1CC1c1nc(=O)c2ncc(Br)n2[nH]1,1.0
20441,20441,Cc1c[nH]ccc1=Nn1ccc2ccccc21,1.0
20443,20443,Cc1cn(-c2cc(=O)n3cc(F)ccc3n2)cn1,1.0
20444,20444,c1cc(C(=O)O)cc2c1cc1n2CCNC1=O,1.0
20447,20447,c1ccc(-c2c(-c3ccnc(Br)c3)c(CN3CCOCC3)on2)cc1,1.0
20448,20448,c1c(CBr)c2cc(F)c(F)cc2[nH]c1=O,1.0
20449,20449,c1cc(N)c(C(CCl)=O)cc1Cl,1.0
20451,20451,COC(c1cccc(C2(C#N)CCOCC2)c1)=O,1.0
20453,20453,Cc1cc(O)c([C@H]2[C@H](O)[C@@H](O)[C@H](F)[C@@H](CF)O2)cc1Cc1cc2ccccc2s1,1.0
20454,20454,CC1(C(=NC2C3CC2(C(=O)OC)C3)O)C=c2cc(Br)ccc2=NC1c1ccccc1,1.0
20458,20458,COc1cncc2c1c(NC[C@H](Cc1ccccc1)N)nc(N1CCOCC1)n2,1.0
20459,20459,c1ccc(-c2cccc3c2S(=O)(=O)NC3=N)cc1,1.0
20460,20460,C1CC1c1c(N=C(c2coc(N3CC[C@H](O)C3)n2)O)cc2c(n1)nc(N1CCOCC1)o2,1.0
20463,20463,c1ccc(-n2cc(C#N)c(=O)n(SC(Cl)(Cl)Cl)c2=O)cc1,1.0
20467,20467,CCCOC(Cc1cn(CC(=O)O)c2ccccc12)C(=O)OCC,1.0
20471,20471,CC=C1[C@H](CC(=O)OCCc2ccc(O)cc2)C[C@@H]2[C@H]1OC(C)(C)O2,1.0
20472,20472,CC(C)[C@@H](C(=N)O)Nc1c2ccccc2nc(CCl)n1,1.0
20473,20473,CN1Cc2ccc(=Nc3ccc(-c4cnn(C)c4)c(OC)n3)[nH]c2O[C@H](c2ccccc2)C1,1.0
20475,20475,C[C@@H]1CC(C(=O)OC)OC2C1[C@@]1(C)CC[C@@]34C[C@@]35CC[C@H](O)C(C)(C)[C@@H]5CC[C@H]4[C@]1(C)[C@H]2O,1.0
20477,20477,CN(c1c2c(c3ccccc3o2)nn1C)C(=N)O,1.0
20479,20479,Cc1ccc(S(N2C=CN=C(O)[C@H]2CC(=O)OC(C)(C)C)(=O)=O)cc1,1.0
20480,20480,C#CCC1(N=C(c2ccccc2)c2ccccc2)CCN(C)C1=O,1.0
20484,20484,Cc1ccccc1CC1CCN(C23CC4CC(CC(C4)C2)C3)C1=O,1.0
20485,20485,Cn1c(/C=C/C(=O)O)c(-c2ccccc2)c2ccccc2c1=O,1.0
20487,20487,CC(C)n1c(C(Nc2ccc(I)c(N)n2)=O)ccn1,1.0
20489,20489,Cc1cccc(C)c1N1CC(COCc2ccc(OC)cc2)(C(=O)OC)CC1=O,1.0
20492,20492,CC(CCCN1C2=C(C(O)(OCC(=O)OC)CC=C2)OCC1=O)(c1ccccc1)c1ccccc1,1.0
20494,20494,Cc1ccc(B(c2ccc(C)c(Cl)c2)SCCN)cc1Cl,1.0
20495,20495,C1=Cc2c(c(-c3ccco3)ccc2-c2ccco2)C1,1.0
20496,20496,CCOP(CCOc1ccc2c(c1)OC(C)CC2(C)C)(=O)OCC,1.0
20498,20498,CCCCC(C(Nc1ccc(-c2n[nH]nn2)cc1)=O)n1ccc(-c2cc(Cl)ccc2C#N)cc1=O,1.0
20504,20504,C1CCN(CCN=C(C2CCN(c3ccnc4c3nccn4)CC2)O)CC1,1.0
20507,20507,Cc1nc2cc(Cl)cc(Cl)c2o1,1.0
20508,20508,CC1(F)CN(C(Cn2cnc3c(c(Br)cn3C3CC3)c2=O)=O)C1,1.0
20509,20509,Cc1ccccc1-c1cc(C(=O)OC)c2ncnn2c1,1.0
20510,20510,C=CCN1C(N=C(O)OC(C)(C)C)C=CO1,1.0
20511,20511,CC(c1ccc(Nc2ccc(Cl)cc2)cc1)C(=O)O,1.0
20512,20512,Cc1ccc(S(CC2(Nc3ncc(C(=NN)O)cn3)CCC2)(=O)=O)cc1,1.0
20516,20516,CC(C)Oc1ccc(-c2ccc3cncn3c2)cc1,1.0
20517,20517,CN(C)C=Nc1c2ccc(Br)n2ncn1,1.0
20520,20520,CN1C(O)=NC(c2ccc(Cl)cc2)CS1(=O)=O,1.0
20521,20521,C(COc1c(C#N)cc(F)cc1Cl)#N,1.0
20522,20522,C=CC[Si](CC=C)(CC=C)CCCBr,1.0
20526,20526,CCOC(CN1[C@H](Cc2ccccc2)C[C@H](CCC2(C)OCCO2)C1=O)=O,1.0
20528,20528,CC(C)(C)OC(N1C(=O)CCC(n2c3ccc(O)cc3n(C)c2=O)C1=O)=O,1.0
20530,20530,Cc1c(C)oc(N=C(CCl)O)c1C#N,1.0
20535,20535,c1ccc(COC(=NCC2Cc3cccc(-c4ccsc4)c3O2)O)cc1,1.0
20536,20536,c1ccc2c(c1)c1ccccc1nc2N(C(c1ccc(Br)cc1)=O)N,1.0
20537,20537,CS(N1CCN(C([C@H](CCC(=O)O)N=C(c2ccc(Cl)c(Cl)c2)O)=O)CC1)(=O)=O,1.0
20539,20539,CC1(C)C2(C)CCC1(Nc1c(Cl)cnc3c1nc(-c1cnn(C)c1)[nH]3)CC2=O,1.0
20540,20540,CCSc1c(C#N)c(NC(=NC)O)sn1,1.0
20541,20541,CC(C)(C)OCCN=C(S)SC,1.0
20544,20544,C1COCCC1N(c1c(Cl)cnc(C#N)n1)N,1.0
20545,20545,C1CCCC(CN2CCSC2=Nc2ccc(C#N)cc2)CC1,1.0
20546,20546,COc1ccc2c(c1)c(N1CCNCC1)ncn2,1.0
20547,20547,c1cc2ccc3c(c2cc1CNc1ccc(F)cc1)c(O)nc(=N)[nH]3,1.0
20548,20548,CNC(C(NCCCCc1ccccc1CCCOCC(N1CCOCC1)=O)=O)=O,1.0
20549,20549,C=Cc1cc([Si](CC)(CC)CC)oc1,1.0
20550,20550,CN(C)Cc1cccc(OCCCN)c1,1.0
20551,20551,CCCCn1c(N)c(C(=N)O)nc1Sc1cc(OC)ccc1OC,1.0
20555,20555,COc1cccc2c1CC(Cc1ccc(NC(CCBr)=O)cc1)C2,1.0
20558,20558,c1cc2c(c(Cl)c1)CN(C1=NCCS1)C2,1.0
20559,20559,CN1CCC(Cc2c[nH]c3ccc(Nc4c([N+]([O-])=O)cc(C#N)cn4)cc23)C1,1.0
20563,20563,Cc1c(-c2ccccc2)cccc1Nc1ccc2c(c1)CCN(C(CO)CO)C2,1.0
20566,20566,CC(C)(C)OC(c1cc(Cc2ccc(F)cc2)c(C(O)=O)o1)=O,1.0
20569,20569,c1ccnc(CCSc2cc(-c3ccco3)[nH]c(=N)n2)c1,1.0
20570,20570,C1CNCCc2c1cc(Br)o2,1.0
20571,20571,C1CC1(c1cc(S(N)(=O)=O)sc1)O,1.0
20572,20572,Cc1nc2ccsc2c(Nc2cc(OC)ccc2OC)n1,1.0
20578,20578,CN(C)S(c1ccc(C(c2cc(CC(=O)O)cc3ccccc32)=O)cc1)(=O)=O,1.0
20581,20581,CC(C)=CCOC(C[C@H]1CC[C@@H](OC(C)=O)C1)C(C)(C)C,1.0
20584,20584,CC(C)c1cccc(C2CC=CCN2C(C2CCNCC2C(=O)OC(C)(C)C)=O)c1,1.0
20588,20588,Cn1cc(-c2ccc3cc(C(c4cnn(-c5ccc6c(c5)[nH]c(C5CC5)n6)c4N)=O)[nH]c3c2)cn1,1.0
20589,20589,Cc1cc(C(=Nc2ccc(C[C@H]3[C@@H](F)CN3)cc2)O)nc(C(F)(F)F)n1,1.0
20590,20590,c1cc(OCC(CNCCOc2ccc(C(N)=O)cc2)O)ccc1-c1csnn1,1.0
20598,20598,C=CCc1c(OC)ccc2ccc(=O)n(C)c21,1.0
20600,20600,c1ccc(F)c(C2(C(=NN)O)CCC2)c1,1.0
20602,20602,c1cc(NCCO)c([N+]([O-])=O)cc1Cl,1.0
20603,20603,COCCOCCOCCOCC1CO1,1.0
20605,20605,C=C(c1ccc2c(c1)sc(O)n2)c1nc(-c2ccc(CCO)cn2)cs1,1.0
20606,20606,CC(C)Cc1cc(CN(C)S(c2ccccc2)(=O)=O)nn1-c1ccccc1,1.0
20607,20607,C=CC(=O)SCCSCCSC(C=C)=O,1.0
20609,20609,CCc1c(C)c2c(C#N)c(N)sc2nc1C,1.0
20611,20611,c1ccc(Nc2c3c(c(C(N4CCOCC4)=O)s2)CCc2cnoc2-3)cc1,1.0
20612,20612,c1ccc(C(c2ccccc2)c2nnn(CCc3cccc(OCC(=O)O)c3)n2)cc1,1.0
20613,20613,CC(C)(C)c1ccc(N2C(=O)C(C)(C)N=C2O)cc1,1.0
20616,20616,CCCCN=C(CSc1nc2c3ccccc3[nH]c2c(=O)n1-c1ccccc1)O,1.0
20617,20617,CC1(C)C2CCC1(C)C(=O)C2=Cc1ccc(CBr)cc1,1.0
20619,20619,CCOC(c1cc(Br)c([N+]([O-])=O)s1)OCC,1.0
20621,20621,C=CCN1C(=O)C(C)(C2CCCCC2)N(C)C1=O,1.0
20622,20622,c1ccc2c(c1)c(N1CCN(CCCCN=C(c3c(Cl)n4ccccc4n3)O)CC1)ccn2,1.0
20624,20624,CCO[Si](c1c(C)cc(C)cc1C)(OCC)OCC,1.0
20629,20629,CC1CC(C)(C)CC2(C1)C(C)CC(=O)C21CO1,1.0
20632,20632,CC(=Nc1ccc(Br)cn1)O,1.0
20633,20633,CN=c1[nH]nc(-c2cccc3ccccc32)s1,1.0
20635,20635,c1ccnc(N=C(c2cccc3c2nc(-c2ccc(Br)cc2)oc3=O)O)c1,1.0
20636,20636,Cc1ccc(C(c2c3c(sc2N)C2CN(C(=O)OC(C)(C)C)CC2C3)=O)cc1,1.0
20639,20639,C#CCN1c2ccccc2C(CC(C(=O)O)NC(c2ccc(Cl)cc2)=O)C1=O,1.0
20641,20641,Cc1cc(Br)cc2c1NCC2C,1.0
20643,20643,CCOC(c1cnn2c(-c3ccccc3)ccnc12)=O,1.0
20645,20645,Cc1cc(C(C2CC2)O)cc(C)c1N=CN(C)C,1.0
20646,20646,c1cc(OCC(=NN)O)ccc1-c1n[nH]nn1,1.0
20648,20648,CCOC(c1c(C)c(C(=O)OC(C)(C)C)[nH]c1C)=O,1.0
20650,20650,CC(C)C1OC(CCl)C(CCl)O1,1.0
20653,20653,CC(C)OC(=Nc1nc(OC)cc(OC)n1)O,1.0
20655,20655,CC(C)(c1ncc(B2OC(C)(C)C(C)(C)O2)s1)O,1.0
20656,20656,CC(C)C[C@@H]([C@H]1C(=O)OC(C)(C)O1)C(N1CCN(c2ncc(F)cn2)C[C@H]1C)=O,1.0
20662,20662,c1cc2c(cc1C(=NC1CCN(CCOc3cnc4ccc(O)cc4n3)CC1)O)N=C(O)CS2,1.0
20663,20663,c1ccc2c(c1)c(=Nc1cccnc1)c1ccccc1[nH]2,1.0
20666,20666,CC(=Nc1cccc(C(=CCCCn2cnnn2)c2cccnc2)c1)O,1.0
20667,20667,C1CC(CN=c2c(Br)c[nH]c(=N)[nH]2)(CO)C1,1.0
20669,20669,CCN(CC)C1=NS(=O)(=O)c2cccc(OC(F)F)c21,1.0
20672,20672,CCN1C(=O)C(C)(N=C(c2cc(F)c(F)c(F)c2F)O)C(O)=NC1=O,1.0
20673,20673,CC1=NC(=Cc2c(OCc3ccccc3)cc(OS(C(F)(F)F)(=O)=O)[nH]2)C=C1,1.0
20674,20674,Cc1ccc(-c2cnc3c(c(Cl)c[nH]3)n2)c(NC2CCCN(C(C)=O)C2)n1,1.0
20679,20679,CCCCCCCCC1CN1c1ccc(C)cc1,1.0
20683,20683,C1CC1c1c(Cl)nc(Cl)c(C(=N)O)n1,1.0
20684,20684,CC(C)(C)OC(N(C1(C)C(c2ccc(C(N(C)C)=O)cc2)=NN(C)C1=O)OC(=O)OC(C)(C)C)=O,1.0
20688,20688,COC(CCc1ccc(NS(c2ccccc2[N+]([O-])=O)(=O)=O)nc1)=O,1.0
20689,20689,CC(C)CC1(C(=C)C)CCN(CC(=NC)O)C1=O,1.0
20690,20690,Cn1c2c(nn1)-c1ccccc1C#Cc1ccccc1-2,1.0
20693,20693,CCOC(Cc1ccc2c(c1)cc(Cl)cn2)=O,1.0
20694,20694,CC[Si](CC)(CC)Cc1cccc(C)n1,1.0
20695,20695,C[C@H]([C@@H]1CC(O)=NC1)Oc1cc(-c2cnn(C3CCC3)c2)cc2c1c(F)n(C)n2,1.0
20700,20700,c1cc(Br)c2nc(-c3ccc(O)cc3)cn2c1,1.0
20703,20703,CC(c1ccc(C(F)(F)F)cc1F)O,1.0
20707,20707,c1ccc(S(Nc2ccc(Nc3ccc(C(c4c(F)cccc4F)=O)c(N)n3)cc2)(=O)=O)cc1,1.0
20708,20708,CCC(CC)N1CCc2c(C)nc3c(-c4nc5ccccc5n4S(C)(=O)=O)c(C)nn3c21,1.0
20710,20710,Cc1nc2c(-c3cccc(Cl)c3)cc(CO)cc2o1,1.0
20711,20711,CCn1c2c(Br)cncc2nc1-n1c(=N)nc[nH]1,1.0
20712,20712,Cc1c(-c2ccnc(Nc3ncc(C(=Nc4ccccc4N)O)s3)n2)n2ccccc2n1,1.0
20716,20716,Cc1ccc2c(c1)c1c(n2S(c2ccc(Cl)cc2)(=O)=O)C2CCN1CC2,1.0
20717,20717,C[Si](C)(C)C1(B(Cl)Cl)C=CC=C1,1.0
20718,20718,CC(C)(C)[Si](C)(C)OC1CC(c2ccnc(OC3CC3)c2)(O)C1,1.0
20720,20720,CCCOC(N1CCN(C(c2cccc(-c3ccco3)c2)=O)CC1C(Nc1ccc(Cl)cc1)=O)=O,1.0
20722,20722,CC(C)=CC(C)Oc1cc(Nc2ncccn2)ccc1Cl,1.0
20723,20723,CC(C)n1c2c(cn1)c(C(=NCc1c(C)[nH]c(C)cc1=O)O)cc(C1=CC(C)(C)NC(C)(C)C1)n2,1.0
20725,20725,CCCn1c2c(c(=O)n(CCC)c1=O)n(C)c(-c1cnn(CC#Cc3ccc(F)cc3)c1)n2,1.0
20727,20727,C1CC2(C1)CNC(=O)c1cc3ccc(-c4nc5ccc([N+]([O-])=O)cc5[nH]4)cc3n12,1.0
20728,20728,CCN1CCN(Cc2ccc(NC(N3CCc4cc(Oc5cc(N=[N+]=[N-])ncn5)ccc43)=O)cc2)CC1,1.0
20729,20729,Cc1c2c(c(=NC3Cc4ccccc4C3)[nH]cn2)n(C)n1,1.0
20731,20731,Cc1c[nH]c2c(/C=C/C(=O)O)cc(F)cc12,1.0
20732,20732,COC(C1(NS(c2cc3c(ccnc3Cl)o2)(=O)=O)CC1)=O,1.0
20734,20734,Cc1cc(Br)ccc1C=C1C(c2ccccn2)=NN(C)C1=N,1.0
20735,20735,CN=c1[nH]c2cccc(C(=O)O)c2s1,1.0
20740,20740,CCCOc1ccc(-c2c(CC(=O)OC)c(Br)cs2)cc1,1.0
20744,20744,CC(Cc1cc2c(c(C#N)c1)N(CCCOC(C)=O)CC2)[N+]([O-])=O,1.0
20745,20745,CC(C)(C)[SiH2]OC(C)(C)[C@H]1CCCN1c1cc(Br)cnc1,1.0
20751,20751,CN(C(CSCOc1ccc(Cl)cc1Cl)=O)C1C2CC3CC1CC(O)(C3)C2,1.0
20752,20752,c1ccc(-c2ccnc(CC(F)(F)F)c2)cc1,1.0
20755,20755,CC(C)(C)OC(=N[C@@H]1CC2(CCN(S(c3ccc4c(cccn4)c3)(=O)=O)CC2)OC1)O,1.0
20757,20757,c1ccc(C(=N/N=C/c2ccccc2O)O)cc1,1.0
20759,20759,CCCC1(c2ccc(F)cc2F)CC(OS(c2ccccc2)(=O)=O)CO1,1.0
20760,20760,c1ccc(CN2CCN3[C@H](CCc4c(N=C(N5CCCC5)O)ccnc43)C2)cc1,1.0
20761,20761,c1ccc2c(c1)S(=O)(=O)N(c1ccc(N=C(c3cccc(F)c3)O)c(F)c1)S2(=O)=O,1.0
20763,20763,Cc1ccc(S(=O)(=O)SCCCCl)cc1,1.0
20764,20764,CC(c1cc(C#N)c(=O)[nH]c1C=CN(C)C)=O,1.0
20765,20765,c1ccc(-c2cc(-c3cccc(C4C(=O)N=C(N5CCOCC5)S4)n3)ccc2O)cc1,1.0
20766,20766,c1ccc(NS(C(F)(F)F)(=O)=O)c(-c2ccc3c(c2)OC/C(=C\c2ccncc2)C3=O)c1,1.0
20767,20767,C1CCCN(c2ccc3c(CO)nn(Cc4ccc(Cl)cc4)c3n2)CC1,1.0
20770,20770,Cc1ccn(-c2cc(C(C)(C)C)cc(-c3ccccc3)c2O)n1,1.0
20771,20771,COC(CC1CN(c2ccccc2)c2cc(C(=NCCCNc3ccccn3)O)ccc2O1)=O,1.0
20773,20773,Cc1cc2ccccc2c(Cl)c1C(CO)OC(C)(C)C(F)F,1.0
20777,20777,COc1ccc(CNc2c3cc(-c4ccc(CO)cc4)[nH]c3ncn2)cn1,1.0
20779,20779,COc1ccccc1NN[S+]1CCN=C1S(C)([O-])[O],1.0
20782,20782,COc1cccc(C(c2cc(Cl)ccc2-n2ccnc2CO)=O)c1OC,1.0
20784,20784,C#CCN=c1cc(C(=O)O)cc(S(C(C)C)(=O)=O)[nH]1,1.0
20788,20788,CCCN(COC)S(Cl)(=O)=O,1.0
20789,20789,CCOCCON(C(C)C)C(COC(C)=O)=O,1.0
